name,國,volume,所見名,註,occurrence,nameFreq
內史叔興,周,僖公十六年傳,內史叔興,周內史,1,1
內史叔興父,周,僖公二十八年傳,內史叔興父,周大夫,1,1
內史過,周,莊公三十二年傳，僖公十一年傳,內史過,周大夫,2,1
內子,魯,昭公二十五年傳,內子,臧昭伯妻,1,1
公,魯,文公十八年傳,公,魯文公,1,1
公之,魯,昭公二十五年傳,公之,季平子弟,1,1
公何藐,魯,定公五年傳,公何藐,季氏族,1,1
公傅,魯,閔公二年傳,公傅,魯閔公傅,1,1
公僂灑,齊,襄公三十一年傳,公僂灑,,1,1
公冉務人,魯,文公十八年傳,公冉務人,叔仲惠伯宰,1,1
公冶,魯,襄公二十九年傳,公冶,季氏屬大夫,1,1
公南,魯,定公十年傳,公南,叔孫家臣，武叔之黨,1,1
公南楚,衛,昭公二十年傳,公南楚,,1,1
公叔文子,衛,定公六年傳,公叔文子,公叔發,1,1
公婿池,晉,文公八年傳，文公十七年傳,公婿池,晉君女婿,2,1
公子丙,楚,宣公十二年傳,公子丙,,1,1
公子何忌,楚,襄公三年傳,公子何忌,司馬,1,1
公子佗,陳,隱公六年傳，莊公二十二年傳,五父,,2,1
公子偃,魯,莊公十年傳，成公十六年經,公子偃,魯大夫；成公庶弟,2,1
公子元,齊,文公十四年傳,公子元,,1,1
公子務婁,莒,襄公十四年傳,公子務婁,,1,1
公子勝,陳,昭公八年傳,公子勝,,1,1
公子午,楚,襄公十五年傳,公子午,代子囊爲令尹,1,1
公子去疾,鄭,成公二年傳，成公三年經,公子去疾,,2,1
公子啓,楚,哀公六年傳,公子啓,,1,1
公子嘉,鄭,襄公十九年經,公子嘉,,1,1
公子嘉,齊,哀公五年傳,公子嘉,,1,1
公子固,宋,昭公二十年傳,公子固,,1,1
公子堅,鄭,文公九年傳,公子堅,鄭大夫,1,1
公子士,鄭,僖公二十年傳，宣公三年傳,公子士,鄭文公子；江女所生,2,1
公子士洩,鄭,僖公二十四年傳,公子士洩,,1,1
公子嬰齊,楚,襄公三年經,公子嬰齊,,1,1
公子宜穀,楚,襄公十四年傳,公子宜穀,,1,1
公子寅,宋,昭公二十年傳,公子寅,,1,1
公子寅,楚,成公十七年傳,公子寅,,1,1
公子尨,鄭,文公九年傳,公子尨,鄭大夫,1,1
公子履,蔡,襄公二十年經,公子履,公子燮母弟,1,1
公子平,楚,成公九年傳,公子平,,1,1
公子彄,魯,隱公五年經,公子彄,,1,1
公子彊,齊,宣公十八年傳,公子彊,,1,1
公子彭生,齊,桓公十八年傳，莊公八年傳,公子彭生,,2,1
公子御戎,宋,昭公二十年傳,公子御戎,,1,1
公子御說,宋,莊公十一年傳，莊公十二年傳,公子御說,宋莊公子,2,1
公子慶,楚,哀公十九年傳,公子慶,,1,1
公子慶忌,吳,哀公二十年傳,公子慶忌,,1,1
公子成,宋,文公二年傳，文公七年傳,公子成,右師，宋莊公子,2,1
公子成,楚,成公六年傳，成公九年傳，成公十六年傳，成公十七年傳，襄公十五年傳,公子成,左司馬,5,1
公子故曹,吳,哀公十七年傳,公子故曹,,1,1
公子晉,衛,隱公四年經,晉,,1,1
公子曼滿,鄭,宣公六年傳,公子曼滿,鄭大夫,1,1
公子朝,宋,文公十六年傳，文公十八年傳,公子朝,,2,1
公子朝,衛,襄公二十九年傳，昭公二十年傳，昭公二十一年傳,公子朝,,3,1
公子朱,宋,昭公二十年傳,公子朱,,1,1
公子朱,楚,文公九年傳,公子朱,息公,1,1
公子格,楚,襄公十六年傳，襄公十八年傳,公子格,,2,1
公子樂,晉,文公六年傳,公子樂,晉文公子，辰嬴子,1,1
公子橐師,楚,成公十七年傳，襄公十五年傳,公子橐師,右司馬,2,1
公子歂犬,衛,僖公二十八年傳,公子歂犬,,1,1
公子比,楚,昭公元年經，昭公十三年經,公子比,,2,1
公子滅明,莒,昭公元年傳,公子滅明,,1,1
公子無知,齊,昭公十一年傳,無知,,1,1
公子燮,楚,文公十四年傳,公子燮,,1,1
公子瑕,衛,僖公二十八年傳，僖公三十年經,公子瑕,,2,1
公子瑕,鄭,僖公三十一年傳，僖公三十三年傳,公子瑕,鄭文公子,2,1
公子申,楚,成公六年傳，成公十五年傳，襄公二年經，哀公六年傳，哀公十三年經,公子申,,5,1
公子發,鄭,襄公五年經,公子發,子產父,1,1
公子禦寇,陳,莊公二十二年經,公子禦寇,陳宣公大子,1,1
公子穀甥,宋,文公十一年傳,公子穀甥,,1,1
公子結,魯,莊公十九年經,公子結,魯大夫,1,1
公子縶,秦,僖公十五年傳，僖公二十四年傳,公子縶,秦大夫,2,1
公子繁,楚,定公二年傳,公子繁,守巢大夫,1,1
公子繻,鄭,成公十年傳,公子繻,,1,1
公子罷,楚,成公十二年傳,公子罷,楚大夫,1,1
公子罷戎,楚,襄公九年傳，襄公十五年傳,公子罷戎,楚大夫；右尹,2,1
公子罷敵,楚,昭公十三年傳,公子罷敵,,1,1
公子肥,宋,成公十五年傳,公子肥,宋文公子,1,1
公子苦雂,吳,昭公二十一年傳,公子苦雂,吳大夫,1,1
公子茷,楚,成公十六年傳，成公十七年傳,公子茷,,2,1
公子茷,陳,文公九年傳,公子茷,,1,1
公子荊,衛,襄公二十九年傳,公子荊,,1,1
公子荊之母,魯,哀公二十四年傳,公子荊之母,,1,1
公子角,齊,成公十七年傳,公子角,齊頃公子,1,1
公子豫,魯,隱公元年傳,公子豫,魯大夫,1,1
公子買,齊,襄公二十一年傳,公子買,,1,1
公子起,衛,哀公十七年傳,公子起,衛靈公子,1,1
公子跪尋,周,昭公十二年傳,公子跪尋,原伯絞弟,1,1
公子過,陳,昭公八年經,公子過,,1,1
公子達,魯,桓公十七年傳,公子達,魯大夫,1,1
公子適,衛,僖公三十年傳,子適,,1,1
公子鉏,魯,成公十六年傳,公子鉏,魯成公庶弟,1,1
公子鐸,莒,昭公十四年傳,公子鐸,莒羣公子,1,1
公子閼,鄭,莊公十六年傳,公子閼,,1,1
公子雍,晉,文公六年傳，文公七年傳,公子雍,晉文公子，襄公庶弟，杜祁之子,2,1
公子青,衛,哀公十七年傳,公子青,大子疾弟,1,1
公子頑,衛,閔公二年傳,昭伯,衛惠公庶兄，宣公子頑,1,1
公子首,曹,成公二年經,公子首,,1,1
公子馮,楚,宣公十四年傳,公子馮,,1,1
公子駒,齊,哀公五年傳,公子駒,,1,1
公子駟,蔡,哀公二年經,公子駟,,1,1
公子鰌,鄭,成公十五年經,公子鰌,,1,1
公子黔,齊,哀公五年傳,公子黔,,1,1
公子黔牟,衛,桓公十六年傳，莊公六年傳,公子黔牟,,2,1
公子黨,吳,襄公十三年傳,公子黨,,1,1
公子齮,楚,襄公二十二年傳,公子齮,,1,1
公孟彄,衛,定公十二年傳，定公十三年經，定公十四年經，哀公十年經，哀公十五年經,公孟彄,公孟縶子,5,1
公孟綽,齊,哀公九年傳,公孟綽,,1,1
公孫丁,宋,昭公二十年傳,公孫丁,,1,1
公孫丁,衛,襄公十四年傳,公孫丁,,1,1
公孫佗人,陳,定公十四年經,公孫佗人,,1,1
公孫傁,齊,昭公十二年傳,公孫傁,齊大夫,1,1
公孫友,宋,文公七年傳，文公十六年傳,公孫友,左師，目夷子；左師,2,1
公孫周,宋,哀公二十六年傳,公孫周,宋元公孫子高,1,1
公孫壽,宋,文公十六年傳，成公八年經,公孫壽,蕩之子,2,1
公孫夏,鄭,襄公二十二年傳,公孫夏,,1,1
公孫夏,齊,哀公十一年傳,公孫夏,,1,1
公孫姓,蔡,定公四年經，哀公四年經,公孫姓,,2,1
公孫寧,陳,文公十七年傳,公孫寧,,1,1
公孫寬,楚,哀公十九年傳,公孫寬,,1,1
公孫尨,晉,哀公二年傳,公孫尨,范氏臣,1,1
公孫師,宋,文公十八年傳，成公十五年傳,公孫師,宋莊公孫,2,1
公孫忌,宋,昭公二十年傳，昭公二十二年傳,公孫忌,,2,1
公孫捷,齊,昭公十年傳,公孫捷,,1,1
公孫揮,齊,哀公十一年傳,公孫揮,,1,1
公孫援,宋,昭公二十年傳,公孫援,,1,1
公孫敖,齊,文公十五年經，襄公二十五年傳,公孫敖,,2,1
公孫敖二子,魯,文公十五年傳,公孫敖二子,在莒所生者,1,1
公孫會,曹,昭公二十年經,公孫會,,1,1
公孫朝,魯,昭公二十六年傳,公孫朝,魯成大夫,1,1
公孫林,鄭,哀公二年傳,公孫林,,1,1
公孫洩,鄭,昭公七年傳,公孫洩,子孔之子,1,1
公孫滑,鄭,隱公元年傳，隱公二年傳,公孫滑,共叔段之子,2,1
公孫無地,衛,襄公二十七年傳,公孫無地,衛大夫,1,1
公孫獲,鄭,隱公十一年傳,獲,鄭大夫,1,1
公孫獵,蔡,哀公三年經,公孫獵,蔡大夫，公子駟之黨,1,1
公孫甯,陳,成公二年傳,公孫甯,,1,1
公孫登,鄭,昭公十八年傳,公孫登,開卜大夫,1,1
公孫皙,齊,昭公七年傳,公孫皙,齊大夫,1,1
公孫肸,鄭,襄公三十年傳,公孫肸,,1,1
公孫般師,衛,哀公十七年傳,公孫般師,,1,1
公孫蠆,齊,昭公三年傳,公孫蠆,,1,1
公孫貞子,陳,哀公十五年傳,公孫貞子,,1,1
公孫辰,蔡,哀公四年經,公孫辰,,1,1
公孫鄭,宋,文公七年傳,公孫鄭,,1,1
公孫鉏,邾,昭公二十三年傳,公孫鉏,邾大夫,1,1
公孫青,齊,昭公二十年傳,公孫青,齊頃公孫,1,1
公巫召伯,魯,襄公二十九年傳,公巫召伯,,1,1
公文氏,衛,哀公十四年傳,公文氏,衛大夫,1,1
公果,魯,昭公二十五年傳,公果,公爲弟,1,1
公父定叔,鄭,莊公十六年傳,公父定叔,共叔段孫,1,1
公衍,魯,昭公二十九年傳，定公元年傳,公衍,公爲之兄，實先生三日，魯昭公子,2,1
公衡,楚,昭公七年傳,衡父,,1,1
公賁,魯,昭公二十五年傳,公賁,公爲弟,1,1
公賓庚,魯,哀公八年傳,公賓庚,,1,1
公鉏極,魯,定公八年傳,公鉏極,公彌曾孫，季桓子族子,1,1
公陽,楚,哀公十六年傳,公陽,楚大夫,1,1
共仲,鄭,成公七年傳,共仲,鄭大夫,1,1
共劉,魯,哀公三年傳,共劉,魯大夫,1,1
共華,晉,僖公十年傳,共華,左行,1,1
其圉人,魯,定公十年傳,其圉人,武叔之圉人,1,1
其母,秦,昭公元年傳,其母,秦桓公夫人，鍼母,1,1
具丙,晉,襄公十八年傳,具丙,,1,1
冀缺,晉,僖公三十三年傳,冀缺,,1,1
冀缺妻,晉,僖公三十三年傳,冀缺妻,,1,1
冀芮,晉,僖公十年傳,冀芮,,1,1
冉會,魯,定公八年傳,會,冉猛兄,1,1
冉豎,魯,昭公二十六年傳,冉豎,季氏臣,1,1
冶區父,魯,昭公十三年傳,冶區父,魯大夫,1,1
冶廑,衛,僖公三十年傳,冶廑,,1,1
凡伯,周,隱公七年經,凡伯,周卿士,1,1
劉佗,周,昭公二十三年傳,劉佗,劉蚠族，敬王黨,1,1
劉子,周,昭公十七年傳,劉子,,1,1
劉州鳩,周,昭公十二年傳,劉州鳩,周大夫,1,1
劉毅,周,襄公三十年傳,劉毅,,1,1
劉累,古人,昭公二十九年傳,劉累,陶唐氏之胤,1,1
劉難,晉,襄公十八年傳,劉難,,1,1
務婁,莒,昭公元年傳,務婁,,1,1
北宮遺,衛,襄公二十六年傳,北宮遺,北宮括之子,1,1
北燕伯,北燕,襄公二十八年傳,北燕伯,,1,1
北郭啓,齊,昭公二十二年傳,北郭啓,齊大夫北郭佐之後,1,1
匠慶,魯,襄公四年傳,匠慶,,1,1
匠麗氏,晉,成公十七年傳,匠麗氏,嬖大夫,1,1
匡句須,魯,成公十七年傳,匡句須,,1,1
南史氏,？,襄公二十五年傳,南史氏,,1,1
南季,周,隱公九年經,南季,周天子大夫,1,1
南宮嚚,周,昭公二十四年傳，昭公二十六年傳,南宮嚚,南宮極之子,2,1
南宮極,周,昭公二十三年傳,南宮極,周卿士,2,1
南宮牛,宋,莊公十二年傳,南宮牛,南宮長萬子,1,1
南宮長萬母,宋,莊公十二年傳,其母,,1,1
南蒯,魯,昭公十二年傳，昭公十三年傳，昭公十四年傳,南蒯,南遺之子,3,1
南郭偃,齊,宣公十七年傳，宣公十八年傳,南郭偃,,2,1
卜,魯,閔公二年傳，文公十八年傳,卜,魯大夫,2,1
卜人,晉,僖公四年傳,卜人,,1,1
卜偃,晉,閔公元年傳，僖公二年傳，僖公五年傳，僖公十四年傳，僖公二十三年傳，僖公二十五年傳，僖公三十二年傳,卜偃,晉掌卜大夫,7,1
卜徒父,秦,僖公十五年傳,卜徒父,秦之掌龜卜者,1,1
卜招父,梁,僖公十七年傳,卜招父,梁大卜,1,1
卜招父之子,梁,僖公十七年傳,卜招父之子,,1,1
卜楚丘,魯,文公十八年傳，昭公五年傳,卜楚丘,,2,1
卜楚丘之父,魯,閔公二年傳,卜楚丘之父,魯掌卜大夫,1,1
印,鄭,昭公二年傳,印,,1,1
印堇父,鄭,襄公二十六年傳,印堇父,鄭大夫,1,1
原仲,陳,莊公二十七年經,原仲,陳大夫,1,1
原伯,周,僖公二十四年傳,原伯,,1,1
原伯貫,周,僖公二十五年傳,原伯貫,周守原大夫,1,1
原伯魯,周,昭公十八年傳，昭公二十九年傳,原伯魯,周大夫,2,1
原壽過,周,定公元年傳,原壽過,周大夫,1,1
原繁,鄭,隱公五年傳，桓公五年傳，莊公十四年傳,原繁,,3,1
原襄公,周,宣公十六年傳,原襄公,周大夫,1,1
厲媯,陳,隱公三年傳,厲媯,,1,1
厲王,周,文公二年傳,厲王,鄭桓公父,1,1
叔仲志,魯,定公八年傳,叔仲志,叔孫帶之孫,1,1
叔劉,晉,僖公二十三年傳,叔劉,,1,1
叔堅,晉,僖公十年傳,叔堅,,1,1
叔姜,齊,閔公二年傳,叔姜,,1,1
叔姬,杞,成公九年經,叔姬,,1,1
叔孫僑如女,魯,襄公二十五年傳,叔孫僑如女,,1,1
叔孫婼,晉,昭公二十一年傳,叔孫昭子,,1,1
叔孫氏,魯,莊公三十二年傳,叔孫氏,,1,1
叔孫豹,晉,襄公十六年經,叔孫豹,,1,1
叔孫還,齊,襄公二十一年傳，襄公二十八年傳,叔孫還,齊羣公子,2,1
叔安,古人,昭公二十九年傳,叔安,有飂氏之君,1,1
叔山冉,楚,成公十六年傳,叔山冉,,1,1
叔椒,晉,昭公五年傳,叔椒,,1,1
叔游,晉,昭公二十八年傳,叔游,女侯，司馬叔侯之子,1,1
叔牂,宋,宣公二年傳,叔牂,羊斟,1,1
叔獻,古人,文公十八年傳,叔獻,,1,1
叔禽,晉,昭公五年傳,叔禽,,1,1
叔禽,鄭,成公十年傳,叔禽,公孫申弟,1,1
叔羆,晉,襄公二十一年傳,叔羆,,1,1
叔肸,魯,宣公十七年經,叔肸,魯宣公母弟,1,1
叔虎之母,晉,襄公二十一年傳,叔虎之母,,1,1
叔詣,魯,昭公二十五年經，昭公二十九年經,叔詣,,2,1
叔詹,鄭,僖公七年傳，僖公二十二年傳，僖公二十三年傳,叔詹,,3,1
叔豹,古人,文公十八年傳,叔豹,,1,1
叔達,古人,文公十八年傳,叔達,,1,1
叔還,魯,定公十一年經，哀公五年經，哀公六年經，哀公十四年經,叔還,叔詣曾孫，杜案世族譜，叔還是叔弓曾孫,4,1
叔隗,狄,僖公二十三年傳，僖公二十四年傳,叔隗,趙衰取之,2,1
叔青,魯,哀公十九年傳,叔青,,1,1
叔鞅,魯,昭公二十二年經，昭公二十三年經,叔鞅,叔弓子,2,1
叔鮒,晉,昭公十三年傳,叔鮒,,1,1
叔麇,廬,文公十四年傳,叔麇,戢棃佐,1,1
句龍,古人,昭公二十九年傳,句龍,共工氏之子,1,1
召伯奐,周,昭公二十三年傳,召伯奐,周卿士,1,1
召伯奭,周,定公九年傳,召伯,,1,1
召伯廖,周,莊公二十七年傳,召伯廖,王卿士,1,1
召公,周,昭公二年傳,召公,,1,1
召公奭,周,襄公十四年傳,召公,,1,1
召康公,周,僖公四年傳,召康公,周大保召公奭,1,1
召忽,齊,莊公八年傳，莊公九年傳,召忽,,2,1
召揚,齊,襄公二十三年傳,召揚,,1,1
召武公,周,僖公十一年傳,召武公,周卿士,1,1
召獲,衛,哀公十五年傳,召獲,衛大夫,1,1
召莊公,周,昭公二十二年傳,召莊公,召伯奐，子朝黨,1,1
召虎,周,僖公二十四年傳,召穆公,周卿士,1,1
召襄,周,宣公十五年傳,召襄,召戴公之子,1,1
史,邾,文公十三年傳,史,邾史,1,1
史,魯,襄公九年傳,史,,1,1
史佚,周,僖公十五年傳，文公十五年傳，宣公十二年傳，成公四年傳，襄公十四年傳，昭公元年傳,史佚,周武王時太史；周文王大史,6,1
史嚚,虢,莊公三十二年傳,史嚚,,1,1
史嚚,齊,昭公二十年傳,史嚚,,1,1
史朝,衛,昭公七年傳,史朝,,1,1
史狗,衛,襄公二十九年傳,史狗,史朝之子文子,1,1
史猈,楚,昭公十三年傳,史猈,楚大夫,1,1
史皇,楚,定公四年傳,史皇,楚大夫,1,1
史蘇,晉,僖公十五年傳,史蘇,晉卜筮之史,1,1
史趙,晉,襄公三十年傳，昭公八年傳，昭公十一年傳，哀公九年傳,史趙,晉大史,4,1
史顆,秦,成公十一年傳,史顆,秦大夫,1,1
史鰌,衛,襄公二十九年傳，定公十三年傳,史鰌,史魚,2,1
史龜,晉,哀公九年傳,史龜,,1,1
右公子職,衛,桓公十六年傳，莊公六年傳,右公子職,,2,1
右司馬稽,楚,昭公三十一年傳,右司馬稽,,1,1
右大夫說,秦,成公二年傳,右大夫說,,1,1
右宰醜,衛,隱公四年傳,右宰醜,,1,1
右行詭,晉,昭公二十二年傳,右行詭,晉大夫,1,1
右行辛,晉,成公十八年傳,右行辛,,1,1
司寇,魯,文公十八年傳,司寇,,1,1
司徒卬,陳,襄公十七年傳,司徒卬,陳大夫,1,1
司徒老祁,魯,昭公十四年傳,司徒老祁,南蒯家臣,1,1
司徒醜,周,昭公二十二年傳,司徒醜,周悼王司徒,1,1
司空靖,晉,襄公二十一年傳,司空靖,,1,1
司臣,鄭,襄公十年傳，襄公十五年傳,司臣,,2,1
司鐸射,魯,昭公十三年傳,司鐸射,魯大夫,1,1
司馬卯,楚,宣公十二年傳,司馬卯,楚大夫,1,1
司馬寅,晉,哀公十三年傳,司馬寅,晉大夫,1,1
司馬彊,宋,昭公二十年傳,司馬彊,,1,1
司馬桓子,陳,襄公二十五年傳,司馬桓子,,1,1
司馬烏,晉,昭公二十八年傳,司馬烏,,1,1
司馬牛,宋,哀公十四年傳,司馬牛,向魋弟,1,1
司馬督,晉,昭公二十二年傳,司馬督,,1,1
司馬督,楚,昭公十二年傳,司馬督,楚大夫,1,1
司馬竈,齊,昭公三年傳，昭公二十二年傳,司馬竈,齊大夫,2,1
司齊,鄭,襄公十年傳，襄公十五年傳,司齊,司臣子,2,1
后庸,越,哀公二十六年傳，哀公二十七年傳,后庸,,2,1
后杼,古人,襄公四年傳,后杼,少康子,1,1
后稷,古人,文公二年傳，宣公三年傳，昭公九年傳,后稷,,3,1
后緡,古人,哀公元年傳,后緡,相妻,1,1
后羿子,古人,襄公四年傳,其子,,1,1
后臧,楚,定公五年傳,后臧,葉公諸梁之弟,1,1
向勝,宋,昭公二十年傳,向勝,,1,1
向宜,宋,昭公二十年傳,向宜,向戌子,1,1
向寧,宋,昭公十九年傳，昭公二十年經，昭公二十一年經，昭公二十二年經,向寧,向戌之子,4,1
向帶,宋,成公十八年傳,向帶,,1,1
向爲人,宋,成公五年傳，成公十五年傳，成公十八年傳,向爲人,,3,1
向禽,衛,成公二年傳,向禽,,1,1
向行,宋,昭公二十年傳,向行,,1,1
向鄭,宋,昭公二十年傳,向鄭,向戌子,1,1
吳大伯,古人,閔公元年傳,吳大伯,,1,1
吳子壽夢,吳,襄公十二年傳,吳子壽夢,,1,1
吳子餘祭,吳,襄公二十九年經,吳子餘祭,,1,1
吳王,吳,哀公八年傳，哀公十一年傳,王,,2,1
吾離,戎,襄公十四年傳,吾離,,1,1
呂姜,衛,哀公十七年傳,呂姜,衛莊公夫人,1,1
呂臣,楚,僖公二十八年傳,呂臣,,1,1
周任,周,隱公六年傳，昭公五年傳,周任,周大夫,2,1
周僖王,周,莊公十六年傳,王,,1,1
周內史,周,桓公二年傳，襄公十年傳,周內史,,2,1
周公,古人,哀公十五年傳,周公,姬旦,1,1
周公,周,僖公二十四年傳，僖公二十六年傳，僖公三十年經，僖公三十一年傳，文公十二年傳，文公十八年傳，成公十一年傳，成公十二年經，成公十六年傳，襄公二十一年傳，襄公二十九年傳，昭公元年傳，昭公二年傳，昭公七年傳，昭公十年傳，昭公十三年傳，昭公二十五年傳，定公四年傳，定公六年傳，哀公十一年傳，哀公二十四年傳,周公,周公旦；姬旦；天子三公兼冢宰,21,1
