name,國,volume,所見名,註,occurrence,nameFreq
林楚,魯,定公八年傳,林楚,,1,1
林雍,魯,昭公二十六年傳,林雍,,1,1
枝如子躬,楚,昭公十三年傳,枝如子躬,,1,1
柔,魯,桓公十一年經,柔,魯大夫,1,1
柱,古人,昭公二十九年傳,柱,有烈山氏之子,1,1
柳下惠,魯,僖公二十六年傳，文公二年傳,展禽,,2,1
桀,古人,宣公三年傳，昭公十一年傳,桀,,2,1
桃子,周,僖公二十四年傳,桃子,周大夫,1,1
桑掩胥,齊,哀公十一年傳,桑掩胥,,1,1
桑田巫,晉,成公十年傳,桑田巫,,1,1
桓跳,齊,襄公二十三年傳,桓跳,,1,1
梁丙,晉,昭公三年傳，昭公五年傳，昭公九年傳,梁丙,晉大夫,3,1
梁五,晉,莊公二十八年傳,梁五,晉大夫,1,1
梁伯,梁,僖公十七年傳，僖公十八年傳，僖公十九年傳，昭公二十三年傳,梁伯,,4,1
梁其踁,魯,昭公元年傳，昭公二十四年傳,梁其踁,叔孫豹家臣,2,1
梁嬰,齊,昭公八年傳,梁嬰,子尾家宰,1,1
梁嬰父,晉,定公十三年傳，定公十四年傳,梁嬰父,,2,1
梁嬴,梁,僖公十七年傳,梁嬴,,1,1
梁弘,晉,桓公三年傳，僖公三十三年傳，文公二年傳,梁弘,,3,1
梁氏,魯,莊公三十二年傳,梁氏,魯大夫,1,1
梁由靡,晉,僖公八年傳，僖公十五年傳,梁由靡,,2,1
梁益耳,晉,文公八年傳，文公九年傳,梁益耳,,2,1
梁餘子養,晉,閔公二年傳,梁餘子養,,1,1
梓慎,魯,襄公二十八年傳，昭公七年傳，昭公十五年傳，昭公十七年傳，昭公十八年傳，昭公二十年傳，昭公二十一年傳，昭公二十四年傳,梓慎,魯大夫,8,1
棄疾,楚,襄公二十二年傳,棄疾,子南之子,1,1
棠公,齊,襄公二十五年傳,棠公,,1,1
椒,古人,哀公元年傳,椒,澆臣,1,1
椒,楚,文公九年經,椒,,1,1
椒舉,伍舉,昭公四年傳,椒舉,,1,1
椒鳴,楚,襄公二十六年傳,椒鳴,伍舉子,1,1
楊石,晉,昭公五年傳,楊石,叔向子食我,1,1
楊豚尹宜,楚,襄公十八年傳,楊豚尹宜,,1,1
楚夫人嬴氏,秦,昭公十九年傳,楚夫人嬴氏,,1,1
楚王,楚,哀公十八年傳,惠王,,1,1
楚莊夫人,楚,襄公九年傳,楚莊夫人,楚共王母,1,1
楚靈王侍者,楚,昭公十三年傳,侍者,,1,1
榮叔,周,莊公元年經，文公五年經,榮叔,周大夫,2,1
榮如,鄋瞞,文公十一年傳,榮如,長狄焚如之弟,1,1
樂丁,晉,哀公二年傳,樂丁,,1,1
樂伯,楚,宣公十二年傳,樂伯,,1,1
樂呂,宋,文公十八年傳，宣公二年傳,樂呂,宋戴公曾孫,2,1
樂嬰齊,宋,宣公十五年傳,樂嬰齊,,1,1
樂徵,晉,昭公二十二年傳,樂徵,晉大夫,1,1
樂懼,宋,成公十六年傳,樂懼,,1,1
樂成,鄭,襄公三十年傳,樂成,,1,1
樂朱鉏,宋,哀公二十六年傳,樂朱鉏,樂輓之子,1,1
樂王鮒,曹,襄公二十一年傳,王鮒,,1,1
樂祁犁,宋,昭公二十七年經，定公六年經,樂祁犁,行人,2,1
樂耳,鄭,文公九年傳,樂耳,鄭大夫,1,1
樂舉,宋,成公二年傳,樂舉,,1,1
樂舍,宋,昭公二十年傳,樂舍,樂喜孫,1,1
樂裔,宋,成公十五年傳,樂裔,,1,1
樂豫,宋,文公七年傳,樂豫,司馬，宋戴公玄孫,1,1
樂輓,宋,昭公二十二年傳,樂輓,子罕孫,1,1
樂遄,宋,襄公九年傳,樂遄,司寇,1,1
樂霄,晉,昭公二十八年傳,樂霄,,1,1
樂頎,魯,定公十二年傳,樂頎,魯大夫,1,1
樂髡,宋,哀公三年經,樂髡,,1,1
檀伯,鄭,桓公五年傳，昭公十一年傳,曼伯,,2,1
檀伯達,周,成公十一年傳,檀伯達,,1,1
檮戭,古人,文公十八年傳,檮戭,,1,1
檮杌,古人,文公十八年傳,檮杌,,1,1
欒京廬,晉,宣公十七年傳,欒京廬,,1,1
欒偃,晉,襄公十四年傳,欒偃,,1,1
欒共叔,晉,桓公三年傳,欒共叔,欒賓之子，桓叔之傅,1,1
欒寧,衛,哀公十五年傳,欒寧,孔氏之老,1,1
欒弗忌,宋,成公十五年傳,欒弗忌,,1,1
欒盾,晉,文公十二年傳,欒盾,欒枝子,1,1
欒糾,晉,成公十八年傳,弁糾,,1,1
欒豹,晉,昭公三年傳,欒豹,欒盈族,1,1
欒貞子,晉,僖公二十八年傳,欒枝,,1,1
欒賓,晉,桓公二年傳,欒賓,靖侯之孫,1,1
欒魴,晉,襄公十九年傳，襄公二十三年傳,欒魴,,2,1
歂孫生,魯,莊公十一年傳,歂孫生,,1,1
正僕,楚,昭公十三年傳,正僕,大子祿之近官,1,1
正常,魯,哀公三年傳,正常,季桓子之寵臣,1,1
正考父,宋,昭公七年傳,正考父,弗父何之曾孫,1,1
正輿子,萊,襄公六年傳,正輿子,,1,1
正輿子,齊,襄公二年傳,正輿子,,1,1
步招,晉,文公七年傳,步招,,1,1
步揚,晉,僖公十五年傳,步揚,郤犨之父,1,1
武,秦,襄公十一年傳,武,庶長,1,1
武城黑,楚,定公四年傳,武城黑,武城大夫,1,1
武氏,周,隱公五年傳,武氏,,1,1
武氏子,周,隱公三年經,武氏子,太子大夫之嗣,1,1
武羅,古人,襄公四年傳,武羅,,1,1
殖綽,齊,襄公十八年傳，襄公十九年傳，襄公二十一年傳，襄公二十六年傳,殖綽,齊大夫,4,1
比,薛,定公十三年經,比,薛君,1,1
毛伯過,周,昭公十八年傳,毛伯過,,1,1
毛得,周,昭公十八年傳,毛得,毛伯過之族,1,1
江羋,楚,文公元年傳,江羋,楚成王妹，嫁于江,1,1
江說,齊,哀公六年傳,江說,齊景公嬖臣,1,1
汪錡,魯,哀公十一年傳,汪錡,公爲嬖僮,1,1
沈子,楚,襄公二十八年傳,沈子,,1,1
沈子,沈,昭公四年經，昭公五年經,沈子,,2,1
沈子嘉,沈,定公四年經,沈子嘉,,1,1
沈子揖,沈,成公八年傳,沈子揖,,1,1
沈子逞,沈,昭公二十三年經,沈子逞,,1,1
沈尹,楚,宣公十二年傳，成公七年傳,沈尹,,2,1
沈尹壽,楚,襄公二十四年傳,沈尹壽,,1,1
沈尹射,楚,昭公四年傳,沈尹射,,1,1
沈尹朱,楚,哀公十七年傳,沈尹朱,,1,1
沈尹赤,楚,昭公五年傳,沈尹赤,,1,1
泉丘人之女,魯,昭公十一年傳,泉丘人之女,,1,1
泠州鳩,周,昭公二十一年傳,泠州鳩,周樂官，名州鳩,1,1
泠至,秦,僖公十年傳,泠至,秦大夫,1,1
洩冶,陳,宣公九年經,洩冶,,1,1
洩堵寇,鄭,僖公二十年傳,洩堵寇,,1,1
洩庸,吳,哀公二年傳,洩庸,,1,1
洩氏,鄭,僖公七年傳,洩氏,,1,1
涉佗,晉,昭公二十二年傳，定公八年傳，定公十年傳,涉佗,晉大夫,3,1
涉賓,晉,定公十三年傳,涉賓,邯鄲午家臣,1,1
清尹弗忌,楚,成公七年傳,清尹弗忌,巫臣之族,1,1
清沸魋,晉,成公十七年傳,清沸魋,,1,1
渠子,衛,昭公二十年傳,渠子,齊氏之宰,1,1
渠孔,衛,閔公二年傳,渠孔,,1,1
游孫伯,周,僖公二十四年傳,游孫伯,周大夫,1,1
游速,鄭,定公六年經，定公十年經,游速,子大叔子,2,1
渻竈,齊,襄公三十一年傳,渻竈,,1,1
渾敦,古人,文公十八年傳,渾敦,,1,1
溺,魯,莊公三年經,溺,魯大夫,1,1
滑伯,滑,莊公十六年經,滑伯,,1,1
滕侯,滕,隱公七年經，隱公十一年經,滕侯,,2,1
滕子,滕,桓公二年經，莊公十六年經，僖公二十二年經，襄公五年經，襄公九年經，襄公十年經，襄公十一年經，襄公二十年經，襄公二十四年經，襄公二十五年經，昭公十三年經，定公四年經，定公十五年經，哀公二年經,滕子,,14,1
滕子原,滕,昭公三年經，昭公四年經,滕子原,,2,1
滕子結,滕,哀公四年經,滕子結,,1,1
滕頃公,滕,哀公四年經,滕頃公,,1,1
潁考叔,鄭,隱公元年傳，隱公十一年傳,潁考叔,穎谷封人,2,1
潘子,楚,昭公十二年傳,潘子,楚大夫,1,1
潘子臣,楚,定公六年傳,潘子臣,楚舟師之帥,1,1
潘崇,楚,文公元年傳，文公十一年傳，文公十四年傳,潘崇,商臣師,3,1
潘父,晉,桓公二年傳,潘父,晉大夫,1,1
潞子嬰兒,潞,宣公十五年經,潞子嬰兒,,1,1
澆,古人,襄公四年傳，哀公元年傳,澆,寒浞所生,2,1
澹臺子羽,魯,哀公八年傳,澹臺子羽,武城人，孔子弟子,1,1
澹臺子羽之父,魯,哀公八年傳,澹臺子羽之父,,1,1
炎帝,古人,昭公十七年傳，哀公九年傳,炎帝,神農氏，姜姓之祖；神農,2,1
烏存,莒,昭公二十三年傳,烏存,莒大夫,1,1
烏枝鳴,齊,昭公二十一年傳,烏枝鳴,,1,1
烏餘,齊,襄公二十六年傳，襄公二十七年傳,烏餘,齊大夫,2,1
焚如,鄋瞞,文公十一年傳,焚如,長狄僑如之弟,1,1
無地,秦,襄公十二年傳,無地,秦庶長,1,1
無慼,宋,昭公二十年傳,無慼,華亥之子,1,1
無終子嘉父,無終,襄公四年傳,無終子嘉父,,1,1
然,楚,昭公二十七年傳,莠尹然,,1,1
熊宜僚,楚,哀公十六年傳,熊宜僚,本或作熊相宜僚,1,1
熊摯,古人,僖公二十六年傳,熊摯,楚嫡子，別封爲夔子者也,1,1
熊率且比,楚,桓公六年傳,熊率且比,,1,1
熊相宜僚,楚,宣公十二年傳,熊相宜僚,,1,1
熊相禖,楚,昭公二十五年傳,熊相禖,,1,1
熊繹,楚,昭公十二年傳,熊繹,楚始封君,1,1
熊負羈,楚,宣公十二年傳,熊負羈,楚大夫,1,1
熊髡,古人,襄公四年傳,熊髡,,1,1
熙,古人,昭公二十九年傳,熙,少皞氏四叔,1,1
燕仲父,南燕,莊公二十年傳,燕仲父,南燕伯,1,1
燕姞,南燕,宣公三年傳,燕姞,鄭文公賤妾,1,1
燕姬,北燕,昭公七年傳,燕姬,,1,1
燕姬,齊,哀公五年傳,燕姬,齊景公夫人,1,1
燭之武,秦,文公十七年傳,燭之武,,1,1
燭之武,鄭,僖公三十年傳,燭之武,鄭大夫,1,1
燭雍之越,齊,襄公二十三年傳,燭雍之越,,1,1
燮父,晉,昭公十二年傳,燮父,晉唐叔之子,1,1
爽鳩氏,古人,昭公二十年傳,爽鳩氏,少皞氏之司寇,1,1
牛父,宋,文公十一年傳,牛父,司空,1,1
牟夷,莒,昭公三十一年傳,牟夷,,1,1
牢成,齊,襄公二十三年傳,牢成,,1,1
特宮,晉,僖公十年傳,特宮,,1,1
犁,古人,昭公二十九年傳,犁,顓頊氏之子,1,1
狂狡,宋,宣公二年傳,狂狡,宋大夫,1,1
狄君,狄,僖公二十四年傳,狄君,,1,1
狄虒彌,魯,襄公十年傳,狄虒彌,,1,1
狐射姑,晉,文公六年經,狐射姑,狐偃子賈季,1,1
狐庸,晉,襄公三十一年傳,屈狐庸,,1,1
狐庸,楚,成公七年傳，襄公二十六年傳,狐庸,申公巫臣子，爲行人于吳,2,1
狐溱,晉,成公十一年傳,狐氏,,1,1
狐父,晉,昭公十一年傳,狐父,晉大夫,1,1
狼瞫,晉,文公二年傳,狼瞫,,1,1
狼蘧,齊,襄公二十三年傳,狼蘧,,1,1
猛獲,宋,莊公十二年傳,猛獲,長萬之黨,1,1
獳羊肩,衛,隱公四年傳,獳羊肩,石碏宰,1,1
獻玉者,宋,襄公十五年傳,獻玉者,,1,1
玄妻,古人,昭公二十八年傳,玄妻,有仍氏之女,1,1
王何,齊,襄公二十五年傳，襄公二十八年傳,王何,莊公黨,2,1
王僚,吳,昭公二十三年傳,吳子,,1,1
王儋季,周,襄公三十年傳,王儋季,周靈王弟,1,1
王叔之宰,周,襄公十年傳,王叔之宰,,1,1
王叔桓公,周,文公三年傳,王叔桓公,周卿士，王子虎之子,1,1
王后,齊,宣公六年傳,王后,周定王后,1,1
王大子壽,周,昭公十五年傳,王大子壽,周景王子,1,1
王大子壽,晉,昭公二十六年傳,大子壽,,1,1
王姚,周,莊公十九年傳,王姚,周莊王之妾,1,1
王子伯駢,鄭,襄公八年傳，襄公十一年傳,王子伯駢,鄭大夫,2,1
王子勝,楚,昭公十八年傳,王子勝,左尹,1,1
王子地,吳,哀公十三年傳,王子地,,1,1
王子姑曹,吳,哀公八年傳，哀公十一年傳,王子姑曹,吳大夫,2,1
王子成父,齊,文公十一年傳,王子成父,,1,1
王子朝,晉,昭公二十六年傳,不穀,,1,1
王子比,楚,昭公元年傳,子干,右尹,1,1
王子狐,周,隱公三年傳,王子狐,平王子,1,1
王子瑕,周,襄公三十年經,王子瑕,,1,1
王子罷,楚,成公七年傳,王子罷,,1,1
王子職,楚,文公元年傳,王子職,商臣庶弟,1,1
王子處,周,昭公二十二年傳,王子處,子朝黨,1,1
王子趙車,周,昭公二十九年傳,王子趙車,王子朝之餘,1,1
王子還,周,昭公二十二年傳,王子還,王子朝黨,1,1
王子頹,晉,昭公二十六年傳,頹,周惠王庶叔,1,1
王子黨,周,僖公十年傳,王子黨,周大夫,1,1
王季,古人,僖公五年傳,王季,,1,1
王孫喜,楚,莊公二十八年傳,王孫喜,,1,1
王孫圉,楚,定公五年傳,王孫圉,,1,1
王孫揮,齊,襄公二十三年傳,王孫揮,,1,1
王孫桓公,周,宣公七年傳,王孫桓公,周卿士,1,1
王孫氏,楚,哀公十一年傳,王孫氏,伍子胥子,1,1
王孫沒,周,昭公十二年傳,王孫沒,周大夫,1,1
王孫游,楚,莊公二十八年傳,王孫游,,1,1
王孫滿,周,僖公三十三年傳，宣公三年傳,王孫滿,,2,1
王孫燕,楚,哀公十六年傳,王孫燕,勝弟,1,1
王孫蘇,周,文公十四年傳，宣公十五年傳，宣公十六年傳,王孫蘇,王卿士,3,1
王孫賈,楚,定公五年傳,王孫賈,,1,1
王孫齊,衛,哀公二十六年傳,王孫齊,衛大夫王孫賈之子昭子,1,1
王官無地,晉,文公二年傳,王官無地,,1,1
王湫,齊,成公十八年傳，襄公六年傳,王湫,國佐黨；故齊人,2,1
王犯,吳,哀公八年傳,王犯,吳大夫，奔魯，爲武城宰,1,1
王生,晉,哀公五年傳,王生,范氏之臣,1,1
王甲,齊,哀公六年傳,王甲,齊景公嬖臣,1,1
王豹,齊,哀公六年傳,王豹,齊景公嬖臣,1,1
王黑,齊,昭公十年傳,王黑,齊大夫,1,1
琴張,衛,昭公二十年傳,琴張,孔子弟子，字子開，名牢,1,1
瑕,周,襄公三十年傳,瑕,,1,1
瑕叔盈,鄭,隱公十一年傳,瑕叔盈,鄭大夫,1,1
瑕禽,周,襄公十年傳,瑕禽,,1,1
瑕辛,周,昭公十二年傳,瑕辛,周大夫,1,1
璧,秦,僖公十五年傳,璧,,1,1
甄子士,衛,哀公二十五年傳,甄子士,衛大夫,1,1
甘景公,周,昭公十二年傳,景,,1,1
甘桓公,周,昭公二十四年傳,甘桓公,甘平公之子,1,1
甘歜,周,文公十七年傳,甘歜,周大夫,1,1
甘簡公,周,昭公十二年傳,甘簡公,,1,1
甘過,周,襄公三十年傳,甘過,,1,1
甯嬴,晉,文公五年傳,甯嬴,,1,1
甯嬴妻,晉,文公五年傳,甯嬴妻,,1,1
甯子,衛,襄公二十七年傳,甯子,,1,1
甯相,衛,成公二年傳，成公六年傳,甯相,甯俞子,2,1
甯莊子,衛,僖公十九年傳,甯莊子,,1,1
甯跪,衛,莊公六年傳，哀公四年傳,甯跪,,2,1
田丙,宋,哀公十七年傳,田丙,,1,1
田蘇,晉,襄公七年傳,田蘇,晉賢人,1,1
甲,魯,昭公二十五年傳,甲,季公鳥之子,1,1
申,魯,桓公六年傳，桓公十八年傳,申,魯大夫,2,1
申侯,鄭,僖公四年傳，僖公五年傳，僖公七年經,申侯,鄭大夫,3,1
申公壽餘,楚,哀公四年傳,申公壽餘,楚大夫,1,1
申包胥,楚,定公四年傳，定公五年傳,申包胥,,2,1
申叔儀,吳,哀公十三年傳,申叔儀,吳大夫,1,1
申叔跪,楚,成公二年傳,申叔跪,申叔時之子,1,1
申句須,魯,定公十二年傳,申句須,魯大夫,1,1
申書,晉,襄公二十一年傳,申書,,1,1
申蒯,齊,襄公二十五年傳,申蒯,,1,1
申蒯之宰,齊,襄公二十五年傳,申蒯之宰,,1,1
申豐,魯,襄公二十三年傳，昭公四年傳，昭公二十三年傳，昭公二十六年傳,申豐,季氏屬大夫；魯大夫；季氏家臣,4,1
申須,魯,昭公十七年傳,申須,魯大夫,1,1
申驪,楚,成公八年傳,申驪,楚大夫,1,1
畀我,楚,定公四年傳,畀我,楚昭王妹，服云，畀我，季羋之字,1,1
畀我,邾,襄公二十三年經,畀我,,1,1
畢萬,晉,閔公元年傳，哀公二年傳,畢萬,,2,1
疆吏,魯,桓公十七年傳,疆吏,魯疆吏,1,1
疇無餘,越,哀公十三年傳,疇無餘,越大夫,1,1
發,周,昭公二十二年傳,發,,1,1
白乙丙,晉,僖公三十三年傳,白乙丙,,1,1
白乙丙,秦,僖公三十二年傳,白乙,,1,1
白狄子,白狄,僖公三十三年傳,白狄子,,1,1
百里,秦,僖公十三年傳,百里,秦大夫,1,1
百里,許,隱公十一年傳,百里,許大夫,1,1
百里孟明視,晉,僖公三十三年傳,百里孟明視,,1,1
皇,周,昭公二十二年傳,皇,,1,1
皇國父,宋,襄公十七年傳,皇國父,,1,1
皇奄傷,宋,昭公二十二年傳,皇奄傷,,1,1
皇懷,宋,哀公二十六年傳,皇懷,皇非我從昆弟,1,1
皇戌,鄭,宣公十二年傳，成公二年傳，成公三年傳，成公四年傳，成公五年傳,皇戌,,5,1
皇武子,鄭,僖公二十四年傳，僖公三十三年傳,皇武子,鄭卿,2,1
皇父,宋,文公十一年傳,皇父,宋武公時司徒,1,1
皇父充石,宋,文公十一年傳,皇父充石,宋戴公子,1,1
皇瑗,宋,哀公七年經，哀公九年經，哀公十二年經，哀公十七年傳，哀公十八年傳,皇瑗,,5,1
皇緩,宋,哀公十八年傳，哀公二十六年傳,皇緩,皇瑗從子,2,1
皇耳,鄭,襄公十年傳,皇耳,皇戌子,1,1
皇辰,鄭,成公十八年傳,皇辰,,1,1
皇鄖,宋,襄公九年傳,皇鄖,,1,1
皇非我,宋,哀公二十六年傳,皇非我,,1,1
皋如,越,哀公二十六年傳,皋如,,1,1
皋比,宋,襄公十七年傳,皋比,華閱之子,1,1
皋陶,古人,文公五年傳，昭公十四年傳,皋陶,,2,1
盂黶,衛,哀公十五年傳,盂黶,蒯聵黨,1,1
監馬尹大心,楚,昭公三十年傳,監馬尹大心,,1,1
盤庚,古人,襄公九年傳,盤庚,,1,1
盧蒲姜,齊,襄公二十八年傳,盧蒲姜,盧蒲癸妻，慶舍女,1,1
盧蒲就魁,齊,成公二年傳,盧蒲就魁,頃公之嬖人,1,1
直柄,古人,昭公三年傳,直柄,,1,1
相,古人,僖公三十一年傳,相,夏后啓之孫,1,1
相土,古人,襄公九年傳,相土,契孫,1,1
省臧,宋,昭公二十二年傳,省臧,,1,1
督戎,晉,襄公二十三年傳,督戎,欒氏之力臣,1,1
瞀胡,莒,昭公元年傳,瞀胡,,1,1
瞽瞍,古人,昭公八年傳,瞽瞍,舜父,1,1
知徐吾,晉,昭公二十八年傳,知徐吾,知盈孫,1,1
知起,曹,襄公二十一年傳,知起,,1,1
石之紛如,齊,莊公八年傳,石之紛如,齊小臣,1,1
石乞,衛,哀公十五年傳,石乞,蒯聵黨,1,1
石厚,衛,隱公三年傳，隱公四年傳,厚,石碏子,2,1
石尚,周,定公十四年經,石尚,天子之士,1,1
石張,周,昭公三十二年傳,石張,,1,1
石彄,宋,定公十年經，定公十一年經,石彄,褚師段子,2,1
石曼姑,衛,哀公三年經,石曼姑,子圍父,1,1
石楚,鄭,文公十七年傳,石楚,,1,1
石甲父,鄭,僖公二十四年傳，僖公三十年傳,石甲父,鄭大夫,2,1
石癸,鄭,宣公三年傳,石癸,,1,1
石祁子,衛,莊公十二年傳，閔公二年傳,石祁子,衛大夫,2,1
石首,鄭,成公十六年傳,石首,,1,1
石魋,衛,哀公十七年傳，哀公十八年傳,石魋,石曼姑之子,2,1
祁瞞,晉,僖公二十八年傳,祁瞞,,1,1
祁舉,晉,僖公十年傳,祁舉,,1,1
祈父,周,昭公十二年傳,祈,周司馬,1,1
祝佗父,齊,襄公二十五年傳,祝佗父,,1,1
祝固,齊,昭公二十年傳,祝固,,1,1
祝應,虢,莊公三十二年傳,祝應,,1,1
祝款,鄭,昭公十六年傳,祝款,鄭大夫,1,1
祝聃,鄭,隱公九年傳，桓公五年傳,祝聃,鄭大夫,2,1
祝融,古人,僖公二十六年傳，昭公十七年傳,祝融,高辛氏之火正,2,1
祝襄,宋,哀公二十六年傳,祝襄,,1,1
祝跪,周,莊公十九年傳,祝跪,周大夫,1,1
祝鼃,衛,昭公二十年傳,祝鼃,,1,1
祭仲,鄭,隱公元年傳，桓公十五年傳，桓公十八年傳,祭仲,鄭大夫,3,1
祭伯,祭,隱公元年經,祭伯,諸侯爲王卿士者,1,1
祭公,周,莊公二十三年經,祭叔,天子內臣,1,1
祭公,祭,桓公八年經,祭公,諸侯爲天子三公者,1,1
祭公謀父,周,昭公十二年傳,祭公謀父,周卿士，劉定公之子,1,1
禮孔,衛,閔公二年傳,禮孔,,1,1
禮至昆弟,衛,僖公二十五年傳,二禮,,1,1
禹,古人,僖公三十三年傳，文公二年傳，宣公十六年傳，襄公二十一年傳，昭公元年傳，哀公元年傳，哀公七年傳,禹,,7,1
禽鄭,魯,成公二年傳,禽鄭,魯大夫,1,1
秦丕茲,魯,襄公十年傳,秦丕茲,秦堇父之子，一作秦不茲，事孔子,1,1
秦伯,秦,僖公九年傳，僖公十年傳，僖公十三年傳，成公十年傳，成公十一年傳，定公九年經,秦伯,,6,1
秦周,魯,襄公十八年傳,秦周,魯大夫,1,1
秦堇父,魯,襄公十年傳,秦堇父,孟氏之臣,1,1
秦嬴,秦,襄公十二年傳,秦嬴,秦景公妹，楚共王夫人,1,1
秦子,魯,莊公九年傳,秦子,莊公御,1,1
秦小子慭,秦,僖公二十八年傳,秦小子慭,秦穆公子,1,1
秦悼公,秦,宣公四年經,秦伯稻,,1,1
秦遄,魯,昭公二十五年傳，定公五年傳,秦遄,魯大夫；季平子姑婿,2,1
程滑,晉,成公十八年傳,程滑,晉大夫,1,1
程鄭,晉,成公十八年傳，襄公二十三年傳，襄公二十四年傳，襄公二十五年傳,程鄭,荀氏別族；亦荀氏宗,4,1
稠,周,昭公二十二年傳,稠,,1,1
穀,魯,文公元年傳,穀,公孫敖之子文伯,1,1
穀伯綏,穀,桓公七年經,穀伯綏,,1,1
穀榮,齊,襄公二十三年傳,穀榮,,1,1
穀陽豎,楚,成公十六年傳,穀陽豎,,1,1
穆后,晉,昭公二十六年傳,穆后,周景王后,1,1
穆嬴,秦,文公七年傳,穆嬴,晉襄公夫人，靈公母,1,1
穆孟姬,齊,昭公十年傳,穆孟姬,齊景公母,1,1
窮奇,古人,文公十八年傳,窮奇,,1,1
章,楚,哀公六年傳,章,越女之子,1,1
箕伯,古人,昭公三年傳,箕伯,,1,1
箕子,古人,僖公十五年傳,箕子,,1,1
箕襄,晉,昭公五年傳,箕襄,,1,1
箕遺,晉,襄公二十一年傳，昭公二十二年傳,箕遺,晉大夫,2,1
管于奚,齊,成公十一年傳,管于奚,,1,1
管修,齊,哀公十六年傳,管修,管仲之後，楚賢大夫,1,1
管周父,魯,哀公十一年傳,管周父,,1,1
管至父,齊,莊公八年傳,管至父,,1,1
箴尹固,楚,哀公十六年傳,箴尹固,,1,1
簡,秦,僖公十五年傳,簡,,1,1
簡如,鄋瞞,文公十一年傳,簡如,榮如之弟,1,1
簡師父,周,僖公二十四年傳,簡師父,周大夫,1,1
籍丘子鉏,齊,定公八年傳,籍丘子鉏,,1,1
籍偃,晉,成公十八年傳，襄公二十一年傳,籍偃,籍談父,2,1
籍秦,晉,昭公二十七年傳，定公七年傳，定公十三年傳，定公十四年傳,籍秦,籍談子,4,1
糴茷,晉,成公十年傳，成公十一年傳,糴茷,,2,1
紀侯,紀,桓公六年經，桓公十三年經，桓公十七年經，莊公四年經,紀侯,,4,1
紀季,紀,莊公三年經，莊公四年傳,紀季,紀侯弟,2,1
紂,古人,宣公十二年傳，襄公四年傳，襄公三十一年傳，昭公四年傳，昭公七年傳，昭公十一年傳,紂,,6,1
累虎,晉,僖公十年傳,累虎,,1,1
絲,鄭,昭公十九年傳,絲,駟偃子,1,1
絳縣人,晉,襄公三十年傳,絳縣人,,1,1
綦毋張,晉,成公二年傳,綦毋張,晉大夫,1,1
綿房甥,魯,文公十一年傳,綿房甥,,1,1
緡,晉,桓公八年傳,緡,晉哀侯弟,1,1
縉雲氏,古人,文公十八年傳,縉雲氏,,1,1
繁羽,晉,哀公二年傳,繁羽,晉大夫,1,1
繞朝,秦,文公十三年傳,繞朝,,1,1
罕夷,晉,閔公二年傳,罕夷,,1,1
罕魋,鄭,昭公七年傳,罕魋,子皮弟,1,1
羅,宋,昭公二十年傳,羅,向寧之子,1,1
羈,衛,昭公七年傳,羈,孔成子之子,1,1
羊斟,宋,宣公二年傳,羊斟,華元御,1,1
羊羅,莒,昭公十八年傳,羊羅,,1,1
羊舌大夫,晉,閔公二年傳,羊舌大夫,叔向祖父,1,1
羊舌職,晉,宣公十五年傳，宣公十六年傳，成公十八年傳，襄公三年傳,羊舌職,叔向父,4,1
羊舌肸,晉,昭公五年傳,羊舌肸,,1,1
翟僂新,宋,昭公二十一年傳,翟僂新,,1,1
翰胡,曹,昭公二十一年傳,翰胡,曹大夫,1,1
翼侯,晉,隱公五年傳,翼侯,,1,1
老,楚,哀公十七年傳,老,左史,1,1
老人,晉,宣公十五年傳,老人,魏武子嬖妾之父,1,1
老佐,宋,成公十五年傳，成公十八年傳,老佐,宋戴公五世孫,2,1
老陽子,周,昭公十二年傳,老陽子,周大夫,1,1
耏班,宋,文公十一年傳,耏班,,1,1
耼伯,鄭,僖公二年傳,耼伯,,1,1
耼季,周,定公四年傳,耼季,周公弟,1,1
耼甥,鄧,莊公六年傳,耼甥,,1,1
耿之不比,楚,莊公二十八年傳,耿之不比,,1,1
聃啓,周,文公十四年傳,聃啓,周大夫,1,1
聃甥,鄧,桓公九年傳,聃甥,鄧大夫,1,1
聲伯之母,魯,成公十一年傳,聲伯之母,叔肸之妻，後嫁于齊管于奚,1,1
聲伯外弟,魯,成公十一年傳,聲伯外弟,聲伯之母與管于奚所生，爲魯大夫,1,1
聲己,莒,文公七年傳，文公十五年傳,聲己,惠叔母，公孫敖妻,2,1
肥子綿皋,肥,昭公十二年傳,肥子綿皋,,1,1
胡姬,齊,哀公六年傳，哀公八年傳,胡姬,齊景公妾,2,1
胡子,楚,襄公二十八年傳,胡子,,1,1
胡子,胡,昭公四年經，定公四年經,胡子,,2,1
胡子髡,胡,昭公二十三年經,胡子髡,,1,1
胥克,晉,宣公元年傳，宣公八年傳，成公十七年傳,胥克,胥甲子,3,1
胥彌赦,衛,哀公十七年傳,胥彌赦,衛筮史,1,1
胥梁帶,晉,襄公二十六年傳，襄公二十七年傳,胥梁帶,晉大夫,2,1
胥犴,越,昭公二十四年傳,胥犴,越大夫,1,1
胥童,晉,成公十七年傳，成公十八年經,胥童,胥克之子,2,1
胥門巢,吳,哀公十一年傳,胥門巢,吳大夫,1,1
臧僖伯,魯,隱公五年傳,臧僖伯,魯公子,1,1
